"Α05. Απογραφή Πληθυσμού-Κατοικιών 2021. Κανονικές κατοικίες κατά κατάσταση κατοικίας (κατοικούμενες, κενές), διαθεσιμότητα δικτύου υδροδότησης και λουτρού",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
3,231,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,406361,401984,393803,8178,4380,268943,268636,262745,5894,304,137421,133351,131062,2286,4073
3,231,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,2731,2108,0,2108,621,1772,1494,0,1494,276,957,617,0,617,343
3,231,Χωρίς δίκτυο υδροδότησης ,1667,0,0,0,1665,310,0,0,0,308,1355,0,0,0,1354
4,23122,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,146852,144975,141632,3340,1875,102427,102229,99685,2547,195,44422,42743,41943,796,1682
4,23122,Διαθεσιμότητα δικτύου υδροδότησης ,146440,144972,141630,3340,1470,102363,102233,99684,2547,133,44078,42742,41949,796,1340
4,23122,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,145856,144508,141630,2876,1351,102004,101921,99684,2240,85,43849,42585,41949,639,1268
4,23122,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,586,467,0,467,122,357,310,0,310,50,226,155,0,155,69
4,23122,Χωρίς δίκτυο υδροδότησης ,410,0,0,0,408,61,0,0,0,65,346,0,0,0,345
4,23123,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΙΤΣΑΣ,63717,62297,60422,1873,1417,41319,40972,39642,1328,344,22395,21327,20782,547,1070
4,23123,Διαθεσιμότητα δικτύου υδροδότησης ,63324,62297,60422,1873,1024,41166,40972,39642,1328,198,22154,21327,20782,547,829
4,23123,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,62477,61681,60422,1256,798,40602,40508,39642,864,91,21877,21170,20782,391,710
4,23123,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,845,619,0,619,229,568,461,0,461,104,275,155,0,155,122
4,23123,Χωρίς δίκτυο υδροδότησης ,390,0,0,0,390,149,0,0,0,149,244,0,0,0,244
4,23124,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΑΓΝΗΣΙΑΣ,113785,112009,109532,2479,1774,74174,73980,72113,1869,193,39613,38026,37416,613,1584
4,23124,Διαθεσιμότητα δικτύου υδροδότησης ,113322,112009,109532,2479,1310,74134,73980,72113,1869,152,39184,38026,37416,613,1154
4,23124,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,112543,111382,109532,1852,1158,73574,73501,72113,1391,70,38966,37878,37416,458,1091
4,23124,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,776,630,0,630,149,558,475,0,475,86,214,151,0,151,67
4,23124,Χωρίς δίκτυο υδροδότησης ,461,0,0,0,461,38,0,0,0,38,426,0,0,0,426
4,23125,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΠΟΡΑΔΩΝ,12242,11888,11586,305,352,5449,5420,5250,167,33,6790,6466,6333,135,321
4,23125,Διαθεσιμότητα δικτύου υδροδότησης ,12138,11888,11586,305,248,5432,5420,5250,167,8,6704,6466,6333,135,236
4,23125,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,12036,11821,11586,233,218,5379,5378,5250,125,4,6655,6446,6333,111,211
4,23125,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,99,69,0,69,34,50,45,0,45,8,47,22,0,22,22
4,23125,Χωρίς δίκτυο υδροδότησης ,100,0,0,0,100,21,0,0,0,21,84,0,0,0,84
4,23126,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΑΛΩΝ,74168,72923,70634,2287,1243,47654,47523,46050,1476,128,26518,25398,24587,813,1117
4,23126,Διαθεσιμότητα δικτύου υδροδότησης ,73867,72923,70634,2287,946,47610,47523,46050,1476,85,26260,25398,24587,813,859
4,23126,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,73444,72592,70634,1961,855,47379,47328,46050,1276,53,26068,25267,24587,683,799
4,23126,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,420,328,0,328,94,228,198,0,198,34,189,128,0,128,58
4,23126,Χωρίς δίκτυο υδροδότησης ,299,0,0,0,299,41,0,0,0,41,262,0,0,0,262
3,232,ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,376580,369299,359950,9346,7283,203129,202498,196523,5973,634,173448,166803,163423,3376,6647
3,232,Διαθεσιμότητα δικτύου υδροδότησης ,374095,369295,359945,9346,4804,202779,202498,196523,5973,278,171318,166794,163420,3376,4523
3,232,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,372164,367715,359945,7772,4446,201573,201434,196523,4908,142,170589,166284,163420,2860,4307
3,232,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1928,1576,0,1576,355,1204,1067,0,1067,140,727,512,0,512,217
3,232,Χωρίς δίκτυο υδροδότησης ,2482,7,7,0,2478,353,0,0,0,353,2131,7,7,0,2122
4,23227,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΘΙΩΤΙΔΑΣ,101880,100167,97453,2711,1715,55951,55814,54067,1749,140,45926,44351,43389,960,1578
4,23227,Διαθεσιμότητα δικτύου υδροδότησης ,101402,100161,97452,2711,1243,55887,55814,54067,1749,71,45512,44345,43382,960,1170
4,23227,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,100789,99641,97452,2191,1146,55485,55449,54067,1385,38,45301,44193,43382,808,1110
4,23227,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,616,518,0,518,95,400,367,0,367,35,213,153,0,153,63
4,23227,Χωρίς δίκτυο υδροδότησης ,480,4,4,0,474,66,0,0,0,66,411,4,4,0,410
4,23228,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,67969,66544,65169,1372,1429,40610,40518,39514,1001,89,27362,26023,25651,369,1337
4,23228,Διαθεσιμότητα δικτύου υδροδότησης ,67479,66540,65170,1372,937,40586,40518,39514,1001,65,26896,26018,25653,369,874
4,23228,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,67083,66199,65170,1032,881,40283,40248,39514,736,38,26797,25950,25653,298,846
4,23228,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,399,338,0,338,58,300,268,0,268,30,97,73,0,73,27
4,23228,Χωρίς δίκτυο υδροδότησης ,492,0,0,0,489,20,0,0,0,20,468,0,0,0,465
4,23229,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΒΟΙΑΣ,156552,154198,151244,2957,2352,84564,84363,82330,2030,198,71991,69837,68911,923,2157
4,23229,Διαθεσιμότητα δικτύου υδροδότησης ,155939,154198,151244,2957,1739,84448,84363,82330,2030,87,71489,69837,68911,923,1654
4,23229,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,155393,153761,151244,2520,1635,84121,84088,82330,1755,36,71270,69677,68911,763,1595
4,23229,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,544,439,0,439,107,324,279,0,279,48,222,158,0,158,61
4,23229,Χωρίς δίκτυο υδροδότησης ,615,0,0,0,615,113,0,0,0,113,500,0,0,0,500
4,23230,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΥΡΥΤΑΝΙΑΣ,17440,16614,15627,990,824,7240,7153,6695,462,83,10198,9457,8935,524,743
4,23230,Διαθεσιμότητα δικτύου υδροδότησης ,17017,16614,15627,990,400,7186,7153,6695,462,29,9829,9457,8935,524,374
4,23230,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,16810,16466,15627,836,341,7094,7083,6695,386,7,9719,9386,8935,448,337
4,23230,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,209,151,0,151,56,95,74,0,74,19,112,74,0,74,40
4,23230,Χωρίς δίκτυο υδροδότησης ,420,0,0,0,420,51,0,0,0,51,373,0,0,0,373
4,23231,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΦΩΚΙΔΑΣ,32739,31776,30457,1322,960,14770,14644,13922,724,125,17966,17135,16537,600,833
4,23231,Διαθεσιμότητα δικτύου υδροδότησης ,32257,31776,30457,1322,484,14672,14644,13922,724,27,17588,17135,16537,600,455
4,23231,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,32094,31648,30457,1193,443,14590,14572,13922,647,21,17508,17079,16537,544,425
4,23231,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,166,125,0,125,38,85,75,0,75,8,84,53,0,53,32
4,23231,Χωρίς δίκτυο υδροδότησης ,478,0,0,0,478,102,0,0,0,102,380,0,0,0,380
3,241,ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ,159371,156438,153452,2988,2929,81863,81573,79568,2008,292,77504,74867,73886,983,2640
3,241,Διαθεσιμότητα δικτύου υδροδότησης ,157636,155812,152827,2988,1822,81377,81263,79264,2002,112,76256,74545,73565,983,1708
3,241,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,156580,154906,152827,2077,1671,80613,80573,79264,1312,42,75965,74336,73565,767,1632
3,241,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1053,908,0,908,148,762,692,0,692,72,294,213,0,213,78
3,241,Χωρίς δίκτυο υδροδότησης ,1731,624,623,3,1105,483,308,302,3,178,1251,319,319,0,929
4,24132,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΡΚΥΡΑΣ,78011,76598,75619,982,1415,41410,41302,40528,776,111,36597,35294,35088,203,1307
4,24132,Διαθεσιμότητα δικτύου υδροδότησης ,76935,75972,74993,982,966,41038,40997,40224,776,44,35895,34971,34772,203,920
4,24132,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,76574,75665,74993,670,906,40752,40740,40224,514,14,35820,34928,34772,159,894
4,24132,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,364,309,0,309,57,289,259,0,259,27,77,47,0,47,28
4,24132,Χωρίς δίκτυο υδροδότησης ,1078,624,623,3,452,374,308,302,3,64,706,319,319,0,385
4,24133,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,26987,26526,25984,539,458,15214,15139,14696,440,78,11770,11389,11291,101,379
4,24133,Διαθεσιμότητα δικτύου υδροδότησης ,26814,26526,25984,539,292,15163,15139,14696,440,27,11654,11389,11291,101,263
4,24133,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,26644,26376,25984,390,270,15012,15005,14696,306,9,11630,11374,11291,86,259
4,24133,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,173,152,0,152,24,149,137,0,137,15,22,18,0,18,6
4,24133,Χωρίς δίκτυο υδροδότησης ,169,0,0,0,169,53,0,0,0,53,113,0,0,0,113
4,24134,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΘΑΚΗΣ,2832,2722,2559,160,112,1296,1277,1180,100,16,1538,1442,1377,63,99
4,24134,Διαθεσιμότητα δικτύου υδροδότησης ,2748,2722,2559,160,28,1283,1277,1180,100,3,1463,1442,1377,63,23
4,24134,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,2694,2671,2559,110,21,1243,1245,1180,62,0,1449,1429,1377,49,22
4,24134,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,57,49,0,49,5,38,35,0,35,6,16,11,0,11,3
4,24134,Χωρίς δίκτυο υδροδότησης ,86,0,0,0,86,11,0,0,0,11,73,0,0,0,73
4,24135,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΦΑΛΛΗΝΙΑΣ,30264,29679,28900,777,582,14706,14634,14208,429,74,15555,15043,14694,351,510
4,24135,Διαθεσιμότητα δικτύου υδροδότησης ,29968,29679,28900,777,292,14663,14634,14208,429,31,15308,15043,14694,351,263
4,24135,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,29663,29407,28900,504,259,14447,14435,14208,229,10,15219,14970,14694,273,251
4,24135,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,308,277,0,277,35,218,197,0,197,18,87,76,0,76,14
4,24135,Χωρίς δίκτυο υδροδότησης ,293,0,0,0,293,46,0,0,0,46,243,0,0,0,243
4,24136,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΥΚΑΔΑΣ,21276,20917,20385,529,355,9233,9223,8951,268,14,12042,11698,11437,264,345
4,24136,Διαθεσιμότητα δικτύου υδροδότησης ,21164,20917,20385,529,250,9231,9223,8951,268,12,11936,11698,11437,264,235
4,24136,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,21005,20792,20385,404,215,9160,9154,8951,201,8,11847,11640,11437,200,204
4,24136,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,157,124,0,124,31,68,65,0,65,0,91,61,0,61,28
4,24136,Χωρίς δίκτυο υδροδότησης ,109,0,0,0,109,4,0,0,0,4,108,0,0,0,108
3,242,ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,411576,403987,392640,11349,7587,256308,255760,248268,7488,545,155271,148229,144374,3857,7040
3,242,Διαθεσιμότητα δικτύου υδροδότησης ,409531,403984,392638,11349,5545,256082,255760,248268,7488,324,153451,148226,144372,3857,5222
3,242,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,407598,402394,392638,9754,5201,254942,254758,248268,6492,186,152653,147633,144372,3264,5017
3,242,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1936,1592,0,1592,341,1138,1000,0,1000,136,795,590,0,590,209
3,242,Χωρίς δίκτυο υδροδότησης ,2043,0,0,0,2041,223,0,0,0,223,1823,0,0,0,1820
4,24237,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,191624,189564,185403,4163,2057,124720,124594,121610,2986,129,66901,64973,63796,1174,1931
4,24237,Διαθεσιμότητα δικτύου υδροδότησης ,191346,189564,185403,4163,1785,124681,124594,121610,2986,90,66663,64973,63796,1174,1692
4,24237,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,190830,189138,185403,3737,1690,124354,124291,121610,2683,66,66473,64849,63796,1056,1621
4,24237,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,518,424,0,424,92,329,305,0,305,20,191,121,0,121,68
4,24237,Χωρίς δίκτυο υδροδότησης ,275,0,0,0,275,37,0,0,0,37,236,0,0,0,236
4,24238,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,124986,121692,116886,4803,3291,76173,75945,73021,2926,226,48815,45750,43868,1880,3067
4,24238,Διαθεσιμότητα δικτύου υδροδότησης ,124085,121690,116889,4803,2398,76104,75945,73021,2926,155,47984,45747,43865,1880,2239
4,24238,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,123162,120952,116889,4066,2206,75590,75511,73021,2487,81,47570,45438,43865,1576,2129
4,24238,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,926,739,0,739,189,512,435,0,435,78,412,306,0,306,108
4,24238,Χωρίς δίκτυο υδροδότησης ,899,0,0,0,896,67,0,0,0,67,828,0,0,0,831
4,24239,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΛΕΙΑΣ,94967,92730,90350,2383,2239,55414,55222,53637,1583,195,39555,37510,36711,797,2040
4,24239,Διαθεσιμότητα δικτύου υδροδότησης ,94095,92730,90350,2383,1367,55293,55222,53637,1583,73,38799,37510,36711,797,1292
4,24239,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,93606,92298,90350,1951,1305,54998,54956,53637,1315,40,38610,37345,36711,632,1263
4,24239,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,492,429,0,429,60,298,264,0,264,37,192,163,0,163,27
4,24239,Χωρίς δίκτυο υδροδότησης ,869,0,0,0,869,119,0,0,0,119,752,0,0,0,752
3,243,ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,426076,415894,402769,13123,10179,216621,215939,208576,7360,679,209458,199952,194196,5759,9503
3,243,Διαθεσιμότητα δικτύου υδροδότησης ,422313,415571,402466,13107,6739,216249,215914,208554,7363,338,206066,199660,193915,5748,6404
3,243,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,419617,413391,402466,10923,6228,214861,214674,208554,6124,184,204759,198714,193915,4796,6042
3,243,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,2699,2182,0,2182,513,1385,1236,0,1236,152,1311,949,0,949,359
3,243,Χωρίς δίκτυο υδροδότησης ,3761,321,300,18,3443,370,28,25,0,344,3394,295,278,14,3096
4,24340,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,71430,68228,65399,2826,3205,31701,31521,30156,1368,177,39727,36704,35241,1461,3025
4,24340,Διαθεσιμότητα δικτύου υδροδότησης ,70356,68228,65399,2826,2131,31631,31521,30156,1368,107,38729,36704,35241,1461,2027
4,24340,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,69846,67870,65399,2467,1979,31455,31382,30156,1228,71,38393,36485,35241,1242,1910
4,24340,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,513,361,0,361,155,178,142,0,142,33,338,216,0,216,119
4,24340,Χωρίς δίκτυο υδροδότησης ,1071,0,0,0,1071,73,0,0,0,73,996,0,0,0,996
4,24341,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,59600,58717,56990,1725,885,36374,36283,35079,1206,89,23228,22433,21913,517,799
4,24341,Διαθεσιμότητα δικτύου υδροδότησης ,59072,58502,56788,1711,572,36303,36256,35052,1203,44,22772,22243,21734,511,526
4,24341,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,58807,58283,56788,1497,522,36116,36095,35052,1047,24,22688,22185,21734,453,501
4,24341,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,268,217,0,217,49,184,158,0,158,23,82,61,0,61,23
4,24341,Χωρίς δίκτυο υδροδότησης ,525,213,204,11,310,68,28,25,0,42,460,187,182,8,270
4,24342,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΑΣ,113950,112236,110130,2110,1711,53673,53492,52097,1397,179,60279,58747,58035,710,1535
4,24342,Διαθεσιμότητα δικτύου υδροδότησης ,112994,112140,110038,2104,856,53554,53492,52097,1397,60,59442,58646,57944,704,794
4,24342,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,112162,111403,110038,1367,761,53074,53050,52097,949,26,59086,58356,57944,414,733
4,24342,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,834,734,0,734,98,478,444,0,444,36,354,292,0,292,64
4,24342,Χωρίς δίκτυο υδροδότησης ,953,99,93,3,857,121,0,0,0,121,835,99,93,3,738
4,24343,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΚΩΝΙΑΣ,68354,66007,62554,3451,2344,34155,34052,32288,1761,106,34195,31957,30268,1693,2235
4,24343,Διαθεσιμότητα δικτύου υδροδότησης ,67564,66001,62548,3451,1565,34115,34052,32288,1761,60,33452,31951,30262,1688,1503
4,24343,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,67095,65627,62548,3081,1466,33904,33866,32288,1576,41,33193,31763,30262,1503,1428
4,24343,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,467,372,0,372,97,208,183,0,183,22,262,187,0,187,73
4,24343,Χωρίς δίκτυο υδροδότησης ,787,10,3,3,781,44,0,0,0,44,740,10,3,3,735
4,24344,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΕΣΣΗΝΙΑΣ,112742,110711,107697,3011,2035,60717,60591,58960,1629,129,52028,50117,48734,1379,1909
4,24344,Διαθεσιμότητα δικτύου υδροδότησης ,112321,110704,107697,3010,1614,60652,60591,58960,1629,63,51667,50116,48734,1379,1553
4,24344,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,111707,110209,107697,2516,1496,60311,60286,58960,1323,28,51394,49926,48734,1189,1470
4,24344,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,616,498,0,498,115,343,308,0,308,37,276,193,0,193,81
4,24344,Χωρίς δίκτυο υδροδότησης ,424,4,0,4,424,63,0,0,0,63,359,4,0,4,358
1,3,ΑΤΤΙΚΗ,2162826,2155408,2126992,28418,7415,1636674,1635808,1610080,25731,863,526154,519597,516910,2690,6554
1,3,Διαθεσιμότητα δικτύου υδροδότησης ,2160659,2155399,2126982,28414,5258,1636168,1635812,1610078,25731,359,524489,519590,516902,2686,4901
1,3,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,2158364,2153352,2126982,26373,5009,1634293,1634060,1610078,23980,236,524068,519295,516902,2396,4771
1,3,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,2297,2043,0,2043,251,1877,1748,0,1748,126,418,292,0,292,128
1,3,Χωρίς δίκτυο υδροδότησης ,2169,12,7,3,2154,504,0,0,0,502,1669,10,11,3,1655
3,351,ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,2162826,2155408,2126992,28418,7415,1636674,1635808,1610080,25731,863,526154,519597,516910,2690,6554
3,351,Διαθεσιμότητα δικτύου υδροδότησης ,2160659,2155399,2126982,28414,5258,1636168,1635812,1610078,25731,359,524489,519590,516902,2686,4901
3,351,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,2158364,2153352,2126982,26373,5009,1634293,1634060,1610078,23980,236,524068,519295,516902,2396,4771
3,351,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,2297,2043,0,2043,251,1877,1748,0,1748,126,418,292,0,292,128
3,351,Χωρίς δίκτυο υδροδότησης ,2169,12,7,3,2154,504,0,0,0,502,1669,10,11,3,1655
4,35145,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,638322,637849,630878,6969,476,485010,484966,478390,6573,47,153310,152881,152485,393,425
4,35145,Διαθεσιμότητα δικτύου υδροδότησης ,638295,637849,630878,6969,449,484983,484966,478390,6573,20,153310,152881,152485,393,425
4,35145,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,638251,637804,630878,6929,444,484939,484926,478390,6533,15,153310,152881,152485,393,425
4,35145,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,42,42,0,42,3,42,42,0,42,3,0,0,0,0,0
4,35145,Χωρίς δίκτυο υδροδότησης ,24,0,0,0,24,24,0,0,0,24,0,0,0,0,0
4,35146,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,290435,290130,286273,3853,302,249892,249860,246161,3697,34,40546,40272,40115,160,270
4,35146,Διαθεσιμότητα δικτύου υδροδότησης ,290420,290130,286273,3853,288,249883,249860,246161,3697,25,40535,40272,40115,160,265
4,35146,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,290267,289984,286273,3709,281,249737,249722,246161,3558,18,40527,40265,40115,147,265
