"Α05. Απογραφή Πληθυσμού-Κατοικιών 2021. Κανονικές κατοικίες κατά κατάσταση κατοικίας (κατοικούμενες, κενές), διαθεσιμότητα δικτύου υδροδότησης και λουτρού",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
4,35146,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,156,148,0,148,4,143,136,0,136,4,10,10,0,10,0
4,35146,Χωρίς δίκτυο υδροδότησης ,17,0,0,0,17,6,0,0,0,6,8,0,0,0,8
4,35147,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,240042,239479,235910,3567,561,198689,198647,195341,3310,45,41351,40836,40572,261,513
4,35147,Διαθεσιμότητα δικτύου υδροδότησης ,239984,239479,235910,3567,507,198673,198647,195341,3310,30,41313,40836,40572,261,475
4,35147,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,239798,239306,235910,3394,490,198498,198480,195341,3143,19,41298,40822,40572,253,473
4,35147,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,188,176,0,176,14,173,163,0,163,12,12,10,0,10,4
4,35147,Χωρίς δίκτυο υδροδότησης ,56,0,0,0,56,18,0,0,0,18,41,0,0,0,41
4,35148,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,281065,280892,277334,3556,177,230984,230968,227575,3391,19,50084,49926,49755,167,154
4,35148,Διαθεσιμότητα δικτύου υδροδότησης ,281065,280892,277334,3556,177,230984,230968,227575,3391,19,50084,49926,49755,167,154
4,35148,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,281065,280892,277334,3556,177,230984,230968,227575,3391,19,50084,49926,49755,167,154
4,35148,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,35148,Χωρίς δίκτυο υδροδότησης ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,35149,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,313796,312197,308722,3477,1604,191122,190937,187926,3013,183,122678,121257,120792,461,1418
4,35149,Διαθεσιμότητα δικτύου υδροδότησης ,313490,312187,308712,3477,1300,191030,190934,187924,3013,92,122457,121248,120791,461,1205
4,35149,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,312470,311297,308712,2582,1176,190183,190135,187924,2213,45,122285,121159,120791,371,1128
4,35149,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1017,893,0,893,122,843,802,0,802,44,170,93,0,93,75
4,35149,Χωρίς δίκτυο υδροδότησης ,310,7,7,0,306,90,0,0,0,88,223,5,5,0,215
4,35150,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,83123,80626,79031,1597,2499,57958,57559,56233,1322,403,25163,23071,22801,273,2094
4,35150,Διαθεσιμότητα δικτύου υδροδότησης ,81631,80623,79026,1595,1006,57643,57559,56233,1322,88,23986,23068,22795,271,920
4,35150,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,81189,80220,79026,1192,966,57296,57236,56233,1005,62,23890,22986,22795,189,901
4,35150,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,445,401,0,401,42,345,319,0,319,30,98,79,0,79,16
4,35150,Χωρίς δίκτυο υδροδότησης ,1494,0,3,0,1491,317,0,0,0,317,1174,0,3,0,1171
4,35151,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΙΡΑΙΩΣ,243058,242333,238437,3893,728,193686,193649,190103,3549,39,49370,48680,48337,346,692
4,35151,Διαθεσιμότητα δικτύου υδροδότησης ,243037,242330,238437,3896,709,193676,193649,190103,3549,29,49358,48679,48337,344,683
4,35151,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,242988,242285,238437,3845,705,193632,193609,190103,3509,25,49359,48673,48337,339,683
4,35151,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,52,48,0,48,0,47,43,0,43,0,3,3,0,3,0
4,35151,Χωρίς δίκτυο υδροδότησης ,19,0,0,0,22,13,0,0,0,13,9,0,0,0,5
4,35152,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΗΣΩΝ,72980,71905,70406,1502,1073,29326,29232,28355,874,91,43657,42676,42048,625,978
4,35152,Διαθεσιμότητα δικτύου υδροδότησης ,72740,71905,70406,1502,832,29294,29232,28355,874,60,43444,42676,42048,625,770
4,35152,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,72338,71567,70406,1158,769,29018,28986,28355,628,35,43323,42583,42048,533,737
4,35152,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,399,341,0,341,61,279,248,0,248,28,123,90,0,90,31
4,35152,Χωρίς δίκτυο υδροδότησης ,243,0,0,0,243,35,0,0,0,35,211,0,0,0,211
1,4,"ΝΗΣΙΑ ΑΙΓΑΙΟΥ, ΚΡΗΤΗ",823645,800292,767467,32822,23357,457668,456322,436660,19659,1348,365981,343967,330810,13160,22011
1,4,Διαθεσιμότητα δικτύου υδροδότησης ,813975,797588,764990,32596,16389,456353,455680,436041,19635,676,357624,341906,328951,12957,15716
1,4,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,807604,792538,764990,27551,15063,452872,452508,436041,16464,362,354729,340033,328951,11084,14699
1,4,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,6374,5047,0,5047,1329,3484,3175,0,3175,312,2893,1875,0,1875,1014
1,4,Χωρίς δίκτυο υδροδότησης ,9674,2701,2476,228,6970,1317,640,617,20,675,8354,2064,1856,205,6292
3,461,ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,160788,155070,150124,4943,5721,81210,80885,78249,2638,328,79575,74182,71878,2302,5397
3,461,Διαθεσιμότητα δικτύου υδροδότησης ,157668,153841,149097,4741,3825,80841,80705,78081,2627,139,76825,73138,71019,2117,3689
3,461,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,156351,152796,149097,3696,3558,80191,80124,78081,2041,69,76162,72674,71019,1652,3491
3,461,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1314,1047,0,1047,270,652,583,0,583,72,660,462,0,462,202
3,461,Χωρίς δίκτυο υδροδότησης ,3117,1226,1025,199,1894,366,182,166,14,187,2748,1047,863,188,1704
4,46153,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΕΣΒΟΥ,66812,63998,61765,2235,2816,34050,33882,32665,1219,166,32764,30113,29098,1018,2648
4,46153,Διαθεσιμότητα δικτύου υδροδότησης ,64866,62873,60837,2034,1992,33794,33711,32504,1203,80,31070,29160,28329,834,1908
4,46153,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,64191,62364,60837,1530,1824,33437,33405,32504,897,35,30751,28962,28329,636,1792
4,46153,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,673,506,0,506,170,360,308,0,308,48,316,195,0,195,119
4,46153,Χωρίς δίκτυο υδροδότησης ,1948,1128,926,199,822,254,174,157,14,83,1691,957,772,188,737
4,46154,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΙΚΑΡΙΑΣ,10460,9961,9288,676,502,4485,4449,4215,231,39,5978,5515,5070,442,466
4,46154,Διαθεσιμότητα δικτύου υδροδότησης ,10211,9961,9288,676,248,4459,4449,4215,231,12,5750,5515,5070,442,233
4,46154,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,10007,9798,9288,514,211,4400,4392,4215,180,11,5609,5408,5070,336,203
4,46154,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,202,166,0,166,39,61,54,0,54,4,144,108,0,108,33
4,46154,Χωρίς δίκτυο υδροδότησης ,252,0,0,0,252,24,0,0,0,24,231,0,0,0,231
4,46155,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΗΜΝΟΥ,15051,14461,13912,547,586,6802,6783,6533,248,23,8244,7675,7382,296,566
4,46155,Διαθεσιμότητα δικτύου υδροδότησης ,14753,14446,13901,547,310,6790,6774,6530,248,12,7965,7668,7369,296,301
4,46155,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,14626,14338,13901,435,290,6732,6724,6530,197,5,7896,7612,7369,241,281
4,46155,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,124,109,0,109,18,56,54,0,54,4,72,58,0,58,16
4,46155,Χωρίς δίκτυο υδροδότησης ,294,13,13,0,279,16,5,5,0,14,276,10,10,0,261
4,46156,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΥ,27908,26981,26355,624,925,14465,14403,14059,342,58,13447,12580,12298,285,865
4,46156,Διαθεσιμότητα δικτύου υδροδότησης ,27623,26980,26355,624,640,14420,14403,14059,342,20,13200,12579,12298,285,623
4,46156,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,27422,26812,26355,455,612,14298,14289,14059,232,6,13126,12520,12298,225,603
4,46156,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,198,171,0,171,30,120,112,0,112,10,76,56,0,56,22
4,46156,Χωρίς δίκτυο υδροδότησης ,288,3,3,0,282,41,0,0,0,41,245,3,3,0,245
4,46157,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΙΟΥ,40558,39664,38805,861,891,21413,21373,20778,597,38,19142,18293,18030,266,851
4,46157,Διαθεσιμότητα δικτύου υδροδότησης ,40220,39581,38724,861,636,21376,21366,20771,597,14,18840,18218,17949,266,618
4,46157,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,40106,39483,38724,763,621,21324,21314,20771,545,12,18779,18166,17949,220,611
4,46157,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,111,101,0,101,13,56,56,0,56,4,58,49,0,49,11
4,46157,Χωρίς δίκτυο υδροδότησης ,341,85,85,0,253,33,9,9,0,26,305,78,78,0,229
3,462,ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,254141,248135,240961,7170,6010,126869,126363,122141,4224,504,127274,121768,118823,2943,5508
3,462,Διαθεσιμότητα δικτύου υδροδότησης ,249400,246662,239521,7143,2735,126071,125905,121689,4214,167,123326,120759,117829,2927,2570
3,462,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,247686,245161,239521,5638,2527,124891,124813,121689,3121,82,122798,120352,117829,2520,2449
3,462,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1716,1503,0,1503,211,1183,1096,0,1096,89,531,410,0,410,123
3,462,Χωρίς δίκτυο υδροδότησης ,4744,1469,1442,24,3273,797,460,454,8,333,3945,1007,991,18,2936
4,46258,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,16617,16376,16079,299,244,9384,9355,9118,235,26,7236,7023,6959,61,216
4,46258,Διαθεσιμότητα δικτύου υδροδότησης ,16566,16376,16079,299,188,9363,9355,9118,235,5,7207,7023,6959,61,180
4,46258,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,16479,16294,16079,213,186,9276,9274,9118,154,4,7207,7023,6959,61,180
4,46258,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,85,83,0,83,4,85,83,0,83,4,0,0,0,0,0
4,46258,Χωρίς δίκτυο υδροδότησης ,54,0,0,0,54,19,0,0,0,19,33,0,0,0,33
4,46259,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,9990,9830,9534,294,163,3565,3530,3368,164,33,6428,6298,6168,132,127
4,46259,Διαθεσιμότητα δικτύου υδροδότησης ,9919,9830,9534,294,92,3544,3530,3368,164,12,6378,6298,6168,132,77
4,46259,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,9844,9787,9534,251,59,3507,3503,3368,138,6,6335,6282,6168,115,56
4,46259,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,78,45,0,45,35,35,29,0,29,9,41,19,0,19,24
4,46259,Χωρίς δίκτυο υδροδότησης ,68,0,0,0,68,19,0,0,0,19,52,0,0,0,52
4,46260,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,19067,18735,18367,365,329,6918,6863,6699,162,57,12147,11874,11671,205,275
4,46260,Διαθεσιμότητα δικτύου υδροδότησης ,18391,18200,17834,364,193,6599,6575,6416,161,21,11795,11623,11420,205,169
4,46260,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,18310,18125,17834,289,187,6544,6519,6416,105,23,11768,11604,11420,181,162
4,46260,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,79,71,0,71,4,57,54,0,54,0,25,21,0,21,5
4,46260,Χωρίς δίκτυο υδροδότησης ,678,537,536,3,139,321,286,285,3,33,354,248,248,0,108
4,46261,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,23057,21925,21218,705,1134,11709,11641,11239,405,65,11350,10281,9977,302,1071
4,46261,Διαθεσιμότητα δικτύου υδροδότησης ,22274,21922,21220,705,355,11668,11641,11239,405,30,10609,10277,9978,302,328
4,46261,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,22089,21752,21220,535,335,11517,11505,11239,264,9,10568,10249,9978,269,323
4,46261,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,188,172,0,172,18,154,139,0,139,18,36,31,0,31,3
4,46261,Χωρίς δίκτυο υδροδότησης ,780,0,0,0,781,38,0,0,0,38,744,0,0,0,740
4,46262,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΡΠΑΘΟΥ - ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΚΑΣΟΥ,9391,9096,8489,603,298,3137,3127,2929,197,7,6257,5966,5563,405,289
4,46262,Διαθεσιμότητα δικτύου υδροδότησης ,9239,9096,8489,603,147,3132,3127,2929,197,7,6105,5966,5563,405,137
4,46262,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,9182,9043,8489,551,135,3102,3097,2929,171,8,6078,5943,5563,383,131
4,46262,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,55,50,0,50,7,26,28,0,28,3,25,19,0,19,3
4,46262,Χωρίς δίκτυο υδροδότησης ,154,0,0,0,154,3,0,0,0,3,154,0,0,0,154
4,46263,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΑΣ - ΚΥΘΝΟΥ,7018,6883,6821,58,132,1615,1611,1587,28,3,5399,5269,5232,35,128
4,46263,Διαθεσιμότητα δικτύου υδροδότησης ,6963,6880,6818,58,80,1611,1611,1587,28,0,5349,5266,5229,35,80
4,46263,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,6953,6871,6818,56,84,1612,1612,1587,23,0,5343,5261,5229,30,84
4,46263,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,8,6,0,6,0,0,0,0,0,0,9,7,0,7,0
4,46263,Χωρίς δίκτυο υδροδότησης ,52,6,6,0,49,3,0,0,0,3,48,6,6,0,45
4,46264,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΩ,20817,20652,20230,420,168,14008,13981,13625,358,29,6807,6669,6607,65,135
4,46264,Διαθεσιμότητα δικτύου υδροδότησης ,20720,20652,20230,420,70,13987,13981,13625,358,10,6729,6669,6607,65,63
4,46264,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,20586,20523,20230,290,65,13861,13858,13625,235,5,6722,6662,6607,58,57
4,46264,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,137,127,0,127,7,129,119,0,119,6,10,4,0,4,3
4,46264,Χωρίς δίκτυο υδροδότησης ,95,0,0,0,95,18,0,0,0,18,75,0,0,0,75
4,46265,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΗΛΟΥ,12985,12234,11705,532,749,4303,4244,4029,217,62,8679,7994,7673,317,689
4,46265,Διαθεσιμότητα δικτύου υδροδότησης ,12523,12234,11705,532,287,4255,4244,4029,217,8,8265,7994,7673,317,275
4,46265,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,12403,12130,11705,422,276,4183,4181,4029,154,5,8217,7946,7673,271,273
4,46265,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,118,107,0,107,9,69,65,0,65,6,51,44,0,44,5
4,46265,Χωρίς δίκτυο υδροδότησης ,466,0,0,0,466,52,0,0,0,52,411,0,0,0,411
4,46266,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΜΥΚΟΝΟΥ,10274,9928,9829,96,349,3842,3782,3738,41,62,6435,6149,6089,58,284
4,46266,Διαθεσιμότητα δικτύου υδροδότησης ,9360,9349,9256,91,13,3711,3707,3669,41,3,5651,5639,5590,51,9
4,46266,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,9330,9324,9256,66,9,3693,3693,3669,27,0,5641,5628,5590,41,9
4,46266,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,27,29,0,29,3,16,18,0,18,3,7,7,0,7,0
4,46266,Χωρίς δίκτυο υδροδότησης ,912,582,576,8,333,133,72,72,0,58,782,508,502,8,276
4,46267,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΑΞΟΥ,22183,21221,20093,1125,960,8820,8754,8239,512,70,13360,12465,11852,611,893
4,46267,Διαθεσιμότητα δικτύου υδροδότησης ,21671,21137,20029,1110,537,8754,8735,8225,507,21,12922,12404,11801,601,514
4,46267,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,21362,20874,20029,847,486,8567,8560,8225,337,5,12792,12312,11801,509,483
4,46267,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,312,265,0,265,49,188,173,0,173,19,126,89,0,89,33
4,46267,Χωρίς δίκτυο υδροδότησης ,509,82,67,17,425,70,21,16,8,46,442,64,48,12,381
4,46268,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΑΡΟΥ,18236,18051,17911,142,182,6123,6101,5988,115,21,12110,11953,11926,25,160
4,46268,Διαθεσιμότητα δικτύου υδροδότησης ,17876,17790,17650,142,88,6032,6025,5907,115,9,11847,11767,11740,25,82
4,46268,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,17833,17749,17650,102,82,5991,5991,5907,81,3,11840,11761,11740,18,82
4,46268,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,45,39,0,39,4,38,32,0,32,4,9,9,0,9,0
4,46268,Χωρίς δίκτυο υδροδότησης ,358,264,264,0,96,94,78,78,0,14,266,183,183,0,80
4,46269,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,73537,72482,70148,2337,1057,49657,49592,47920,1676,63,23881,22887,22225,665,992
4,46269,Διαθεσιμότητα δικτύου υδροδότησης ,73059,72482,70148,2337,574,49633,49592,47920,1676,38,23429,22888,22226,665,538
4,46269,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,72525,72013,70148,1867,514,49278,49267,47920,1343,14,23249,22749,22226,521,502
4,46269,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,531,465,0,465,62,352,329,0,329,25,177,140,0,140,38
4,46269,Χωρίς δίκτυο υδροδότησης ,481,3,3,0,481,27,0,0,0,27,455,3,3,0,451
4,46270,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΗΝΟΥ,10969,10717,10531,182,250,3786,3777,3659,121,7,7184,6936,6875,64,245
4,46270,Διαθεσιμότητα δικτύου υδροδότησης ,10834,10717,10531,182,115,3777,3777,3659,121,0,7054,6936,6875,64,115
4,46270,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,10787,10682,10531,148,107,3755,3755,3659,94,0,7029,6925,6875,52,107
4,46270,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,45,37,0,37,10,25,25,0,25,0,22,14,0,14,10
4,46270,Χωρίς δίκτυο υδροδότησης ,137,0,0,0,137,7,0,0,0,7,126,0,0,0,126
3,471,ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,408716,397087,376377,20714,11625,249588,249070,236270,12801,521,159131,148021,140109,7910,11107
3,471,Διαθεσιμότητα δικτύου υδροδότησης ,406907,397080,376371,20712,9829,249442,249070,236270,12801,370,157468,148013,140103,7908,9457
3,471,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,403561,394586,376371,18212,8978,247791,247577,236270,11303,217,155773,147012,140103,6907,8764
3,471,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,3348,2497,0,2497,849,1649,1496,0,1496,150,1697,998,0,998,696
3,471,Χωρίς δίκτυο υδροδότησης ,1813,11,8,4,1799,149,0,0,0,149,1661,11,8,4,1653
4,47171,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,185759,180744,171053,9693,5017,121012,120739,114203,6534,270,64749,60007,56849,3156,4744
4,47171,Διαθεσιμότητα δικτύου υδροδότησης ,185068,180742,171053,9685,4330,120935,120739,114203,6534,200,64136,60005,56849,3154,4134
4,47171,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,183735,179780,171053,8729,3953,120254,120148,114203,5943,104,63478,59629,56849,2784,3845
4,47171,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,1336,959,0,959,374,685,589,0,589,92,655,372,0,372,284
4,47171,Χωρίς δίκτυο υδροδότησης ,687,4,0,4,685,74,0,0,0,74,611,4,0,4,609
4,47172,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΣΙΘΙΟΥ,64748,61673,58863,2812,3073,32360,32276,30860,1419,81,32386,29394,28001,1395,2994
4,47172,Διαθεσιμότητα δικτύου υδροδότησης ,64247,61667,58858,2812,2584,32342,32276,30860,1419,63,31908,29388,27995,1395,2523
4,47172,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,63462,61182,58858,2328,2281,32132,32090,30860,1233,39,31332,29089,27995,1097,2240
4,47172,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,789,482,0,482,304,208,182,0,182,22,578,296,0,296,280
4,47172,Χωρίς δίκτυο υδροδότησης ,498,8,8,0,492,21,0,0,0,21,480,8,8,0,469
4,47173,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΕΘΥΜΝΟΥ,58615,57218,54277,2939,1399,33727,33674,31903,1774,50,24891,23547,22377,1167,1346
4,47173,Διαθεσιμότητα δικτύου υδροδότησης ,58423,57218,54277,2939,1202,33713,33674,31903,1774,37,24707,23547,22377,1167,1163
4,47173,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,58121,56963,54277,2684,1156,33549,33523,31903,1623,28,24569,23437,22377,1057,1130
4,47173,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,299,258,0,258,44,161,148,0,148,11,140,107,0,107,35
4,47173,Χωρίς δίκτυο υδροδότησης ,195,0,0,0,195,16,0,0,0,16,182,0,0,0,182
4,47174,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΧΑΝΙΩΝ,99598,97456,92186,5267,2139,62492,62383,59303,3077,112,37103,35076,32880,2194,2025
4,47174,Διαθεσιμότητα δικτύου υδροδότησης ,99165,97456,92186,5267,1712,62453,62383,59303,3077,73,36715,35076,32880,2194,1641
4,47174,Διαθεσιμότητα δικτύου υδροδότησης εντός της κατοικίας,98246,96657,92186,4474,1585,61857,61807,59303,2507,47,36391,34854,32880,1970,1540
4,47174,Διαθεσιμότητα δικτύου υδροδότησης εκτός της κατοικίας,923,796,0,796,125,599,573,0,573,28,322,225,0,225,98
4,47174,Χωρίς δίκτυο υδροδότησης ,429,0,0,0,429,40,0,0,0,40,386,0,0,0,386
